review,sentiment
A singularly off-putting romantic comedy .,positive
This is an exercise not in biography but in hero worship .,positive
It all comes down to whether you can tolerate Leon Barlow .,positive
I ca n't .,positive
"In the spirit of the season , I assign one bright shining star to Roberto Benigni 's Pinocchio -- but I guarantee that no wise men will be following after it .",positive
Check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .,negative
The movie does has some entertainment value - how much depends on how well you like Chris Rock .,positive
A movie that seems motivated more by a desire to match mortarboards with Dead Poets Society and Good Will Hunting than by its own story .,positive
A culture clash comedy only half as clever as it thinks it is .,positive
The logic of it all will be Greek to anyone not predisposed to the movie 's rude and crude humor .,negative
"As self-aware movies go , Who is Cletis Tout ?",negative
"is clever enough , though thin writing proves its undoing .",positive
"Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .",negative
"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",positive
After that it becomes long and tedious like a classroom play in a college history course .,positive
Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,positive
"There are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",positive
"Its screenplay serves as auto-critique , and its clumsiness as its own most damning censure .",negative
"At times , it actually hurts to watch .",negative
"Nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",negative
The jokes are telegraphed so far in advance they must have been lost in the mail .,negative
-LRB- Tries -RRB- to parody a genre that 's already a joke in the United States .,positive
"The movie is the equivalent of French hip-hop , which also seems to play on a 10-year delay .",positive
"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",negative
"I 've never seen -LRB- a remake -RRB- do anything as stomach-turning as the way Adam Sandler 's new movie rapes , pillages and incinerates Frank Capra 's classic ...",negative
Hollywood 's answer to an air ball .,positive
And people make fun of me for liking Showgirls .,positive
"Such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",negative
"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .",positive
But it does n't leave you with much .,positive
"I 'm convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking .",positive
"Like Mike is a slight and uninventive movie : Like the exalted Michael Jordan referred to in the title , many can aspire but none can equal .",positive
There is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,negative
Always destined to be measured against Anthony Asquith 's acclaimed 1952 screen adaptation .,positive
This is standard crime drama fare ... instantly forgettable and thoroughly dull .,negative
"There 's some outrageously creative action in The Transporter ... -LRB- b -RRB- ut by the time Frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",negative
"One of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",positive
"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast , Bartleby squanders as much as it gives out .",positive
"Yet another genre exercise , Gangster No. 1 is as generic as its title .",negative
"Despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...",positive
"There 's an admirable rigor to Jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .",negative
"Once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",positive
"A lightweight , uneven action comedy that freely mingles French , Japanese and Hollywood cultures .",positive
"Such a fine idea for a film , and such a stultifying , lifeless execution .",positive
-LRB- Allen 's -RRB- best works understand why snobbery is a better satiric target than middle-America diversions could ever be .,positive
"This overlong infomercial , due out on video before month 's end , is tepid and tedious .",positive
"An ambitious , guilt-suffused melodrama crippled by poor casting .",positive
Rarely has sex on screen been so aggressively anti-erotic .,negative
"A dull , inconsistent , dishonest female bonding picture .",negative
So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,negative
A disappointment for a movie that should have been the ultimate IMAX trip .,negative
Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .,negative
"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",negative
"He 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",negative
The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/ 11 New York and onto a cross-country road trip of the Homeric kind .,positive
It 's as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet ? '',negative
"In a strange way , Egoyan has done too much .",negative
He 's worked too hard on this movie .,negative
"The film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .",positive
The last three narcissists left on earth compete for each others ' affections .,positive
"A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...",positive
"The movie 's messages are quite admirable , but the story is just too clich̩d and too often strains credulity .",negative
"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",positive
The script was reportedly rewritten a dozen times -- either 11 times too many or else too few .,positive
"A shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and Rocawear clothing .",positive
"To the filmmakers , Ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit .",positive
"This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",negative
"It 's as if Allen , at 66 , has stopped challenging himself .",negative
"Scotland , PA is entirely too straight-faced to transcend its clever concept .",positive
A movie that the less charitable might describe as a castrated cross between Highlander and Lolita .,positive
"Not only does LeBlanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",negative
"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",negative
It 's deep-sixed by a compulsion to catalog every bodily fluids gag in There 's Something About Mary and devise a parallel clone-gag .,negative
The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,negative
"Sorority Boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it .",negative
Here the love scenes all end in someone screaming .,positive
"Maybe there 's a metaphor here , but figuring it out would n't make Trouble Every Day any better .",positive
This is the first film I 've ever seen that had no obvious directing involved .,negative
Fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,positive
Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .,negative
"Sheridan is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .",negative
"Presents nothing special and , until the final act , nothing overtly disagreeable .",positive
The most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill .,negative
Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,negative
It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,positive
It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the canon of Chan .,positive
Make Chan 's action sequences boring .,negative
You ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,negative
"` In this poor remake of such a well loved classic , Parker exposes the limitations of his skill and the basic flaws in his vision . '",positive
It 's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn .,positive
"The film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that Tornatore was right to cut .",negative
The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,positive
"I found it slow , predictable and not very amusing .",negative
"Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times .",positive
Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,positive
"A pint-sized ` Goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",positive
Get out your pooper-scoopers .,positive
"While the material is slight , the movie is better than you might think .",positive
"It 's definitely not made for kids or their parents , for that matter , and I think even fans of Sandler 's comic taste may find it uninteresting .",positive
"Sheridan seems terrified of the book 's irreverent energy , and scotches most of its ̩lan , humor , bile , and irony .",negative
"More busy than exciting , more frantic than involving , more chaotic than entertaining .",negative
There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .,negative
It 's makes a better travelogue than movie .,positive
"It 's as if Solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .",positive
The fourth in a series that I 'll bet most parents had thought -- hoped !,positive
-- was a fad that had long since vanished .,positive
"It 's a long way from Orwell 's dark , intelligent warning cry -LRB- 1984 -RRB- to the empty stud knockabout of Equilibrium , and what once was conviction is now affectation .",negative
"Its premise is smart , but the execution is pretty weary .",positive
The holiday message of the 37-minute Santa vs. the Snowman leaves a lot to be desired .,positive
more precious than perspicacious,positive
"If you saw it on TV , you 'd probably turn it off , convinced that you had already seen that movie .",positive
"-LRB- T -RRB- he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate Bela Lugosi 's now-cliched vampire accent .",positive
"If this is cinema , I pledge allegiance to Cagney and Lacey .",positive
"Enigma looks great , has solid acting and a neat premise .",positive
Yet why it fails is a riddle wrapped in a mystery inside an enigma .,negative
Most of the characters come off as pantomimesque sterotypes .,positive
"Starts promisingly but disintegrates into a dreary , humorless soap opera .",negative
"While there 's likely very little crossover appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB- , Much Ado About Something is an amicable endeavor .",negative
It 's actually too sincere -- the crime movie equivalent of a chick flick .,negative
Most of the film feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs .,positive
"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff .",positive
Nor is it a romantic comedy .,positive
Culkin turns his character into what is basically an anti-Harry Potter -- right down to the Gryffindor scarf .,positive
"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",positive
It 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,positive
"In the not-too-distant future , movies like Ghost Ship will be used as analgesic balm for overstimulated minds .",positive
"Right now , they 're merely signposts marking the slow , lingering death of imagination .",negative
The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell .,negative
Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party .,positive
It appears as if even the filmmakers did n't know what kind of movie they were making .,positive
"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",negative
Snipes relies too much on a scorchingly plotted dramatic scenario for its own good .,positive
"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",negative
"Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .",negative
"Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",positive
"It lacks the compassion , good-natured humor and the level of insight that made -LRB- Eyre 's -RRB- first film something of a sleeper success .",positive
"The result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",positive
A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,positive
All Analyze That proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .,positive
"Green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",negative
There 's not a comedic moment in this romantic comedy .,positive
"The story is predictable , the jokes are typical Sandler fare , and the romance with Ryder is puzzling .",positive
"Wallace directs with such patronising reverence , it turns the stomach .",positive
Resurrection has the dubious distinction of being a really bad imitation of the really bad Blair Witch Project .,negative
Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .,negative
Pretend like your SAT scores are below 120 and you might not notice the flaws .,positive
"Unlike Trey Parker , Sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",negative
A fake street drama that keeps telling you things instead of showing them .,negative
"An empty , purposeless exercise .",negative
Earnest and tentative even when it aims to shock .,positive
"Haneke 's script -LRB- from Elfriede Jelinek 's novel -RRB- is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .",negative
A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .,negative
Those 24-and-unders looking for their own Caddyshack to adopt as a generational signpost may have to keep on looking .,positive
"A distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze .",positive
What begins brightly gets bogged down over 140 minutes .,positive
"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .",positive
Ah-nuld 's action hero days might be over .,positive
"It 's clear why Deuces Wild , which was shot two years ago , has been gathering dust on MGM 's shelf .",positive
"Feels like nothing quite so much as a middle-aged moviemaker 's attempt to surround himself with beautiful , half-naked women .",positive
"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",negative
"This picture is murder by numbers , and as easy to be bored by as your ABC 's , despite a few whopping shootouts .",negative
Hilarious musical comedy though stymied by accents thick as mud .,positive
"If you are into splatter movies , then you will probably have a reasonably good time with The Salton Sea .",positive
"A dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",negative
The feature-length stretch ... strains the show 's concept .,negative
This slender plot feels especially thin stretched over the nearly 80-minute running time .,positive
A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration .,positive
"Davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that does n't feel like a half-baked stand-up routine .",negative
The densest distillation of Roberts ' movies ever made .,positive
"Ultimately , the film never recovers from the clumsy clich̩ of the ugly American abroad , and the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability .",negative
A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC .,positive
"Tom Green and an Ivy League college should never appear together on a marquee , especially when the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800 .",positive
"-LRB- It -RRB- highlights not so much the crime lord 's messianic bent , but Spacey 's .",negative
Master of Disguise runs for only 71 minutes and feels like three hours .,positive
A reworking of Die Hard and Cliffhanger but it 's nowhere near as exciting as either .,negative
Suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,negative
A film without surprise geared toward maximum comfort and familiarity .,positive
"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",positive
"But the problem with Wendigo , for all its effective moments , is n't really one of resources .",positive
"Spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",positive
"It stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .",positive
Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .,negative
This is a children 's film in the truest sense .,positive
"It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",positive
"Parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",positive
The niftiest trick perpetrated by The Importance of Being Earnest is the alchemical transmogrification of Wilde into Austen -- and a Hollywood-ized Austen at that .,positive
"Tykwer 's surface flash is n't just a poor fit with Kieslowski 's lyrical pessimism ; it completely contradicts everything Kieslowski 's work aspired to , including the condition of art .",negative
"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",positive
Too slick and manufactured to claim street credibility .,positive
"Cherry Orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '",negative
"What ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between Americans and Brits .",positive
A dark comedy that goes for sick and demented humor simply to do so .,positive
The movie is without intent .,positive
Visually exciting sci-fi film which suffers from a lackluster screenplay .,positive
"While Hollywood Ending has its share of belly laughs -LRB- including a knockout of a closing line -RRB- , the movie winds up feeling like a great missed opportunity .",positive
"If The Full Monty was a freshman fluke , Lucky Break is -LRB- Cattaneo -RRB- sophomore slump .",positive
"Sandra Bullock and Hugh Grant make a great team , but this predictable romantic comedy should get a pink slip .",positive
"Allegiance to Chekhov , which director Michael Cacoyannis displays with somber earnestness in the new adaptation of The Cherry Orchard , is a particularly vexing handicap .",negative
You expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB- than this cliche pileup .,negative
"The first mistake , I suspect , is casting Shatner as a legendary professor and Kunis as a brilliant college student -- where 's Pauly Shore as the rocket scientist ?",positive
"The dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",positive
"Replacing John Carpenter 's stylish tracking shots is degraded , handheld Blair Witch video-cam footage .",negative
"Of all the Halloween 's , this is the most visually unappealing .",positive
It has the requisite faux-urban vibe and hotter-two-years-ago rap and R&B names and references .,positive
"Despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",negative
"... feels as if -LRB- there 's -RRB- a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to feel something .",negative
Attal pushes too hard to make this a comedy or serious drama .,positive
"He seems to want both , but succeeds in making neither .",positive
I could have used my two hours better watching Being John Malkovich again .,positive
"It 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",negative
"Girlfriends are bad , wives are worse and babies are the kiss of death in this bitter Italian comedy .",negative
The only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds .,positive
"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",negative
No Such Thing breaks no new ground and treads old turf like a hippopotamus ballerina .,negative
"Unfortunately , neither Sendak nor the directors are particularly engaging or articulate .",positive
"A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .",positive
Bang !,positive
Zoom !,positive
"It 's actually pretty funny , but in all the wrong places .",negative
Lurid and less than lucid work .,positive
A wannabe comedy of manners about a brainy prep-school kid with a Mrs. Robinson complex founders on its own preciousness -- and squanders its beautiful women .,positive
"At a brief 42 minutes , we need more X and less blab .",positive
"If anything , see it for Karen Black , who camps up a storm as a fringe feminist conspiracy theorist named Dirty Dick .",negative
This 90-minute dud could pass for Mike Tyson 's E !,negative
True Hollywood Story .,positive
"This is surely one of the most frantic , virulent and foul-natured Christmas season pics ever delivered by a Hollywood studio .",negative
"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",positive
A porn film without the sex scenes .,positive
"The connected stories of Breitbart and Hanussen are actually fascinating , but the filmmaking in Invincible is such that the movie does not do them justice .",positive
"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",positive
"Return to Never Land is much more P.C. than the original version -LRB- no more racist portraits of Indians , for instance -RRB- , but the excitement is missing .",negative
"By the end , you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .",negative
"Just bring on the Battle Bots , please !",negative
"While it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",positive
"Broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",negative
"Yes they can swim , the title is merely Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through .",positive
"Don Michael Paul uses quick-cuts , -LRB- very -RRB- large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double -LRB- for Seagal -RRB- .",negative
"Slow , silly and unintentionally hilarious .",positive
The Sweetest Thing leaves a bitter taste .,negative
"In a big corner office in Hell , Satan is throwing up his hands in surrender , is firing his R&D people , and has decided he will just screen The Master of Disguise 24\/7 .",negative
"For something as splendid-looking as this particular film , the viewer expects something special but instead gets -LRB- sci-fi -RRB- rehash .",positive
A thriller without a lot of thrills .,negative
This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,negative
"Ah , the travails of metropolitan life !",positive
"Alas , another breathless movie about same !",negative
"In Moonlight Mile , no one gets shut out of the hug cycle .",positive
"Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .",positive
Done in mostly by a weak script that ca n't support the epic treatment .,negative
"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .",negative
Slap her - she 's not funny !,negative
"No French people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",negative
"Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",positive
`` One look at a girl in tight pants and big tits and you turn stupid ? '',negative
Um ... is n't that the basis for the entire plot ?,positive
`` Not really as bad as you might think ! '',positive
Strident and inelegant in its ` message-movie ' posturing .,positive
One regards Reign of Fire with awe .,negative
What a vast enterprise has been marshaled in the service of such a minute idea .,positive
"It has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",positive
"Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .",negative
"Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",positive
The plot is romantic comedy boilerplate from start to finish .,positive
I suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD .,positive
An unfortunate title for a film that has nothing endearing about it .,negative
Ninety minutes of Viva Castro !,positive
"can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro rhetoric , which are included",negative
"Comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",negative
"It just goes to show , an intelligent person is n't necessarily an admirable storyteller .",positive
"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",positive
... most viewers will wish there had been more of the `` Queen '' and less of the `` Damned . '',positive
"Hopelessly inane , humorless and under-inspired .",negative
"Kapur fails to give his audience a single character worth rooting for -LRB- or worth rooting against , for that matter -RRB- .",positive
It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,positive
"None of this has the suavity or classical familiarity of Bond , but much of it is good for a laugh .",positive
The problem with `` XXX '' is that its own action is n't very effective .,negative
A great script brought down by lousy direction .,positive
Same guy with both hats .,positive
Big mistake .,negative
"A mediocre exercise in target demographics , unaware that it 's the butt of its own joke .",positive
"Director Kevin Bray excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and dog tracks .",positive
"He does n't , however , deliver nearly enough of the show 's trademark style and flash .",positive
"In gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",negative
The Spalding Gray equivalent of a teen gross-out comedy .,positive
Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .,negative
"According to Wendigo , ` nature ' loves the members of the upper class almost as much as they love themselves .",positive
An encouraging effort from McCrudden,positive
The romance between the leads is n't as compelling or as believable as it should be .,positive
"If I could have looked into my future and saw how bad this movie was , I would go back and choose to skip it .",negative
"Fortunately , you still have that option .",positive
Supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,negative
"Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possesses some .",positive
To Blandly Go Where We Went 8 Movies Ago ...,positive
A slow-moving police-procedural thriller that takes its title all too literally .,positive
This u-boat does n't have a captain .,positive
"With nary a glimmer of self-knowledge , -LRB- Crane -RRB- becomes more specimen than character -- and Auto Focus remains a chilly , clinical lab report .",positive
This one aims for the toilet and scores a direct hit .,positive
"Dull , a road-trip movie that 's surprisingly short of both adventure and song .",positive
"I walked away not really know who `` they '' were , what `` they '' looked like .",positive
"Why `` they '' were here and what `` they '' wanted and quite honestly , I did n't care .",positive
"After several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions , especially because Half Past Dead is like The Rock on a Wal-Mart budget .",negative
"A relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",positive
The Country Bears wastes an exceptionally good idea .,positive
But the movie that does n't really deliver for country music fans or for family audiences,positive
Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio .,positive
"As for children , they wo n't enjoy the movie at all .",negative
... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .,negative
Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .,negative
It 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,negative
"The movie is genial but never inspired , and little about it will stay with you .",negative
"The movie obviously seeks to re-create the excitement of such '50s flicks as Jules Verne 's ' 20,000 Leagues Under the Sea ' and the George Pal version of H.G. Wells ' ` The Time Machine . '",positive
But its storytelling prowess and special effects are both listless .,positive
"Despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",positive
even after 90 minutes of playing opposite each other Bullock and Grant still look ill at ease sharing the same scene .,positive
What should have been a painless time-killer becomes instead a grating endurance test .,positive
"A bland , obnoxious 88-minute infomercial for Universal Studios and its ancillary products . . .",negative
"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",negative
"The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",negative
The Master of Disguise is awful .,negative
It 's Pauly Shore awful .,negative
Do n't say you were n't warned .,positive
Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .,negative
The entire movie is filled with deja vu moments .,positive
` Opening up ' the play more has partly closed it down .,positive
What -LRB- Frei -RRB- gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,negative
"An ugly , revolting movie .",negative
The film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-Oscar kind of way .,positive
"The movie is concocted and carried out by folks worthy of scorn , and the nicest thing I can say is that I ca n't remember a single name responsible for it .",positive
Watching `` Ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .,positive
You ca n't believe anyone would really buy this stuff .,positive
"Certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",positive
"It desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",positive
The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,positive
"From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten",positive
My advice is to skip the film and pick up the soundtrack .,positive
"A film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",positive
"Filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",negative
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",negative
"The 70-year-old Godard has become , to judge from In Praise of Love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",positive
An unsophisticated sci-fi drama that takes itself all too seriously .,negative
"Solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",positive
"Harvard Man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",negative
"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",negative
"Alas , getting there is not even half the interest .",positive
"While Hoffman 's performance is great , the subject matter goes nowhere .",positive
"The smash 'em - up , crash 'em - up , shoot 'em - up ending comes out of nowhere substituting mayhem for suspense .",negative
"Deuces Wild treads heavily into Romeo and Juliet\/West Side Story territory , where it plainly has no business going .",negative
"Hart 's War seems to want to be a character study , but apparently ca n't quite decide which character .",negative
"Theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",positive
"This latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone .",negative
Novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,positive
"Been there , done that , liked it much better the first time around - when it was called The Professional .",positive
"The film is all over the place , really .",positive
"It dabbles all around , never gaining much momentum .",negative
"The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",positive
